State,UDISE State Code,Grade,Question Description,Average (%)
Goa,30,Grade 5,Experiences During Pandemic,62
Goa,30,Grade 5,Obstacles to learning in pandemic,27
Goa,30,Grade 5,No Digital Device at Home,26
Goa,30,Grade 5,Follow the Covid-19 hygiene protocols,83
Goa,30,Grade 5,"Experienced worry, anxiety and fear during pandemic",43
Goa,30,Grade 5,Happy being by myself at home,39
Goa,30,Grade 8,students like to go to school,98.63655001
Goa,30,Grade 8,students use home language as medium of instruction in the class,72.17161382
Goa,30,Grade 8,CWSN students get facilities from school,86.6735195
Goa,30,Grade 8,"students could understand, what teachers teach in the class",97.84372876
Goa,30,Grade 8,Students get parental support for their educational achievement,82.51904515
Goa,30,Grade 8,Teachers have adequate instructional material and supplies,47.09141274
Goa,30,Grade 8,Teachers have adequate work space,62.11699164
Goa,30,Grade 8,Teachers say that they are overloaded with the work,37.70949721
Goa,30,Grade 8,Teachers have responded that the school building needs major repair,15.36312849
Goa,30,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,10.89385475
Goa,30,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,9.722222222
Goa,30,Grade 8,Teachers participated in professional development program,78.97727273
Goa,30,Grade 8,Teachers have responded that the parents take interest in school activities,88.91966759
Goa,30,Grade 8,of schools have adequate qualified teaching staff,92.47311828
Goa,30,Grade 8,of schools have adequate supporting staff,73.83512545
Goa,30,Grade 8,of schools have adequate audio visual resources,54.1218638
Goa,30,Grade 8,of schools have adequate library resources,69.03914591
Goa,30,Grade 8,of schools participate in sports activities,100
Goa,30,Grade 8,Understand the protocols for COVID symptom reporting,95.79831933
Goa,30,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,96.91011236
Goa,30,Grade 8,Know about the school reopening guidelines,93.8718663
Goa,30,Grade 8,I learnt many things:,28.98660261
Goa,30,Grade 8,Experiences During Pandemic,65.49675726
Goa,30,Grade 8,Obstacles to learning in pandemic,98.23875752
Goa,30,Grade 8,No Digital Device at Home,74.1212159
Goa,30,Grade 8,Follow the Covid-19 hygiene protocols,81.98839507
Goa,30,Grade 8,"Experienced worry, anxiety and fear during pandemic",96.68327922
Goa,30,Grade 8,Happy being by myself at home,81.11768709
Gujarat,24,Grade 10,students like to go to school,98.45466
Gujarat,24,Grade 10,students use home language as medium of instruction in the class,84.80042
Gujarat,24,Grade 10,CWSN students get facilities from school,81.66246
Gujarat,24,Grade 10,"students could understand, what teachers teach in the class",98.129234
Gujarat,24,Grade 10,Students get parental support for their educational achievement,82.751755
Gujarat,24,Grade 10,Teachers have adequate instructional material and supplies,45.361473
Gujarat,24,Grade 10,Teachers have adequate work space,75.27858
Gujarat,24,Grade 10,Teachers say that they are overloaded with the work,35.964046
Gujarat,24,Grade 10,Teachers have responded that the school building needs major repair,16.119457
Gujarat,24,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,9.56186
Gujarat,24,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,8.83462
Gujarat,24,Grade 10,Teachers participated in professional development program,64.4649
Gujarat,24,Grade 10,Teachers have responded that the parents take interest in school activities,88.10636
Gujarat,24,Grade 10,of schools have adequate qualified teaching staff,84.64363
Gujarat,24,Grade 10,of schools have adequate supporting staff,55.43588
Gujarat,24,Grade 10,of schools have adequate audio visual resources,65.51092
Gujarat,24,Grade 10,of schools have adequate library resources,66.649994
Gujarat,24,Grade 10,of schools participate in sports activities,99.08379
Gujarat,24,Grade 10,Understand the protocols for COVID symptom reporting,98.94057
Gujarat,24,Grade 10,Aware of the measures to be taken for wellbeing of the children and school staff,97.96156
Gujarat,24,Grade 10,Know about the school reopening guidelines,97.665436
Gujarat,24,Grade 10,I learnt many things:,75
Gujarat,24,Grade 10,Experiences During Pandemic,66
Gujarat,24,Grade 10,Obstacles to learning in pandemic,33
Gujarat,24,Grade 10,No Digital Device at Home,31
Gujarat,24,Grade 10,Follow the Covid-19 hygiene protocols,93
Gujarat,24,Grade 10,"Experienced worry, anxiety and fear during pandemic",55
Gujarat,24,Grade 10,Happy being by myself at home,54
Gujarat,24,Grade 3,students like to go to school,98.15178716
Gujarat,24,Grade 3,students use home language as medium of instruction in the class,88.29680379
Gujarat,24,Grade 3,CWSN students get facilities from school,80.81445349
Gujarat,24,Grade 3,"students could understand, what teachers teach in the class",97.43122625
Gujarat,24,Grade 3,Students get parental support for their educational achievement,81.0749397
Gujarat,24,Grade 3,Teachers have adequate instructional material and supplies,45.66532258
Gujarat,24,Grade 3,Teachers have adequate work space,73.42069892
Gujarat,24,Grade 3,Teachers say that they are overloaded with the work,35.54884189
Gujarat,24,Grade 3,Teachers have responded that the school building needs major repair,13.96441759
Gujarat,24,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,6.415854887
Gujarat,24,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,5.945582801
Gujarat,24,Grade 3,Teachers participated in professional development program,74.40215561
Gujarat,24,Grade 3,Teachers have responded that the parents take interest in school activities,91.47936934
Gujarat,24,Grade 3,of schools have adequate qualified teaching staff,84.64363211
Gujarat,24,Grade 3,of schools have adequate supporting staff,55.43588018
Gujarat,24,Grade 3,of schools have adequate audio visual resources,65.51091849
Gujarat,24,Grade 3,of schools have adequate library resources,66.64999166
Gujarat,24,Grade 3,of schools participate in sports activities,99.08379144
Gujarat,24,Grade 3,Understand the protocols for COVID symptom reporting,98.38655462
Gujarat,24,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,97.71658831
Gujarat,24,Grade 3,Know about the school reopening guidelines,96.47295936
Gujarat,24,Grade 3,I learnt many things:,70
Gujarat,24,Grade 3,Experiences During Pandemic,60
Gujarat,24,Grade 3,Obstacles to learning in pandemic,43
Gujarat,24,Grade 3,No Digital Device at Home,40
Gujarat,24,Grade 3,Follow the Covid-19 hygiene protocols,90
Gujarat,24,Grade 3,"Experienced worry, anxiety and fear during pandemic",56
Gujarat,24,Grade 3,Happy being by myself at home,52
Gujarat,24,Grade 5,students like to go to school,98.25929301
Gujarat,24,Grade 5,students use home language as medium of instruction in the class,87.19676561
Gujarat,24,Grade 5,CWSN students get facilities from school,84.02965308
Gujarat,24,Grade 5,"students could understand, what teachers teach in the class",97.53623544
Gujarat,24,Grade 5,Students get parental support for their educational achievement,83.91772581
Gujarat,24,Grade 5,Teachers have adequate instructional material and supplies,47.12454814
Gujarat,24,Grade 5,Teachers have adequate work space,73.62023653
Gujarat,24,Grade 5,Teachers say that they are overloaded with the work,33.99014778
Gujarat,24,Grade 5,Teachers have responded that the school building needs major repair,15.23309258
Gujarat,24,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,7.358738502
Gujarat,24,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,6.833114323
Gujarat,24,Grade 5,Teachers participated in professional development program,74.49620086
Gujarat,24,Grade 5,Teachers have responded that the parents take interest in school activities,90.74195666
Gujarat,24,Grade 5,of schools have adequate qualified teaching staff,84.64363211
Gujarat,24,Grade 5,of schools have adequate supporting staff,55.43588018
Gujarat,24,Grade 5,of schools have adequate audio visual resources,65.51091849
Gujarat,24,Grade 5,of schools have adequate library resources,66.64999166
Gujarat,24,Grade 5,of schools participate in sports activities,99.08379144
Gujarat,24,Grade 5,Understand the protocols for COVID symptom reporting,98.39238845
Gujarat,24,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,97.70341207
Gujarat,24,Grade 5,Know about the school reopening guidelines,97.43926461
Gujarat,24,Grade 5,I learnt many things:,73
Gujarat,24,Grade 5,Experiences During Pandemic,64
Gujarat,24,Grade 5,Obstacles to learning in pandemic,43
Gujarat,24,Grade 5,No Digital Device at Home,41
Gujarat,24,Grade 5,Follow the Covid-19 hygiene protocols,89
Gujarat,24,Grade 5,"Experienced worry, anxiety and fear during pandemic",58
Gujarat,24,Grade 5,Happy being by myself at home,47
Gujarat,24,Grade 8,students like to go to school,98.24862528
Gujarat,24,Grade 8,students use home language as medium of instruction in the class,82.80878025
Gujarat,24,Grade 8,CWSN students get facilities from school,85.08812646
Gujarat,24,Grade 8,"students could understand, what teachers teach in the class",97.60675136
Gujarat,24,Grade 8,Students get parental support for their educational achievement,81.97484973
Gujarat,24,Grade 8,Teachers have adequate instructional material and supplies,43.80811211
Gujarat,24,Grade 8,Teachers have adequate work space,73.67569753
Gujarat,24,Grade 8,Teachers say that they are overloaded with the work,30.89485761
Gujarat,24,Grade 8,Teachers have responded that the school building needs major repair,16.10512129
Gujarat,24,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,7.341056034
Gujarat,24,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,6.892837911
Gujarat,24,Grade 8,Teachers participated in professional development program,69.72687939
Gujarat,24,Grade 8,Teachers have responded that the parents take interest in school activities,88.996633
Gujarat,24,Grade 8,of schools have adequate qualified teaching staff,84.64363211
Gujarat,24,Grade 8,of schools have adequate supporting staff,55.43588018
Gujarat,24,Grade 8,of schools have adequate audio visual resources,65.51091849
Gujarat,24,Grade 8,of schools have adequate library resources,66.64999166
Gujarat,24,Grade 8,of schools participate in sports activities,99.08379144
Gujarat,24,Grade 8,Understand the protocols for COVID symptom reporting,98.74882282
Gujarat,24,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,98.04923988
Gujarat,24,Grade 8,Know about the school reopening guidelines,97.5632741
Gujarat,24,Grade 8,I learnt many things:,33.287339
Gujarat,24,Grade 8,Experiences During Pandemic,64.1492058
Gujarat,24,Grade 8,Obstacles to learning in pandemic,98.3305405
Gujarat,24,Grade 8,No Digital Device at Home,82.8820315
Gujarat,24,Grade 8,Follow the Covid-19 hygiene protocols,84.49439153
Gujarat,24,Grade 8,"Experienced worry, anxiety and fear during pandemic",97.75334762
Gujarat,24,Grade 8,Happy being by myself at home,81.55086895
Haryana,6,Grade 10,students like to go to school,98.00249
Haryana,6,Grade 10,students use home language as medium of instruction in the class,78.731575
Haryana,6,Grade 10,CWSN students get facilities from school,78.766495
Haryana,6,Grade 10,"students could understand, what teachers teach in the class",97.651825
Haryana,6,Grade 10,Students get parental support for their educational achievement,84.28433
Haryana,6,Grade 10,Teachers have adequate instructional material and supplies,48.966614
Haryana,6,Grade 10,Teachers have adequate work space,60.524227
Haryana,6,Grade 10,Teachers say that they are overloaded with the work,40.937252
Haryana,6,Grade 10,Teachers have responded that the school building needs major repair,18.181818
Haryana,6,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,8.40483
Haryana,6,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,10.170031
Haryana,6,Grade 10,Teachers participated in professional development program,63.717518
Haryana,6,Grade 10,Teachers have responded that the parents take interest in school activities,85.730156
